"N°DPE","Date_réception_DPE","Date_établissement_DPE","Date_visite_diagnostiqueur","Modèle_DPE","N°_DPE_remplacé","Date_fin_validité_DPE","Version_DPE","N°_DPE_immeuble_associé","Appartement_non_visité_(0/1)","Méthode_application_DPE","N°_immatriculation_copropriété","N°_RPLS_logement","Invariant_fiscal_logement","Etiquette_DPE","Etiquette_GES","Type_bâtiment","Type_installation_chauffage","Type_installation_ECS_(général)","Hauteur_sous-plafond","Nombre_appartement","Nombre_niveau_immeuble","Nombre_niveau_logement","Surface_habitable_immeuble","Surface_tertiaire_immeuble","Surface_habitable_logement","Classe_inertie_bâtiment","Typologie_logement","Position_logement_dans_immeuble","Classe_altitude","Zone_climatique_","Adresse_brute","Nom__commune_(BAN)","Code_INSEE_(BAN)","N°_voie_(BAN)","Identifiant__BAN","Adresse_(BAN)","Code_postal_(BAN)","Score_BAN","Nom__rue_(BAN)","Coordonnée_cartographique_X_(BAN)","Coordonnée_cartographique_Y_(BAN)","Code_postal_(brut)","N°_étage_appartement","Nom_résidence","Complément_d'adresse_bâtiment","Cage_d'escalier","Complément_d'adresse_logement","Statut_géocodage","Nom__commune_(Brut)","N°_département_(BAN)","N°_région_(BAN)","Conso_5_usages_é_finale","Conso_5_usages/m²_é_finale","Conso_chauffage_é_finale","Conso_chauffage_dépensier_é_finale","Conso_éclairage_é_finale","Conso_ECS_é_finale","Conso_ECS_dépensier_é_finale","Conso_refroidissement_é_finale","Conso_refroidissement_dépensier_é_finale","Conso_auxiliaires_é_finale","Conso_5_usages_é_primaire","Conso_5_usages_par_m²_é_primaire","Conso_chauffage_é_primaire","Conso_chauffage_dépensier_é_primaire","Conso_éclairage_é_primaire","Conso_ECS_é_primaire","Conso_ECS_dépensier_é_primaire","Conso_refroidissement_é_primaire","Conso_refroidissement_dépensier_é_primaire","Conso_auxiliaires_é_primaire","Emission_GES_5_usages","Emission_GES_5_usages_par_m²","Emission_GES_chauffage","Emission_GES_chauffage_dépensier","Emission_GES_éclairage","Emission_GES_ECS","Emission_GES_ECS_dépensier","Emission_GES_refroidissement","Emission_GES_refroidissement_dépensier","Emission_GES_auxiliaires","Conso_5_usages_énergie_n°1","Conso_chauffage_énergie_n°1","Conso_ECS_énergie_n°1","Coût_5_usages_énergie_n°1","Coût_chauffage_énergie_n°1","Coût_ECS_énergie_n°1","Emission_GES_5_usages_énergie_n°1","Emission_GES_chauffage_par_énergie_n°1","Emission_GES_ECS_par_énergie_n°1","Type_énergie_n°1","Conso_5_usages_énergie_n°2","Conso_chauffage_énergie_n°2","Conso_ECS_énergie_n°2","Coût_5_usages_énergie_n°2","Coût_chauffage_énergie_n°2","Coût_ECS_énergie_n°2","Emission_GES_5_usages_énergie_n°2","Emission_GES_chauffage_par_énergie_n°2","Emission_GES_ECS_par_énergie_n°2","Type_énergie_n°2","Conso_5_usages_énergie_n°3","Conso_chauffage_énergie_n°3","Conso_ECS_énergie_n°3","Coût_5_usages_énergie_n°3","Coût_chauffage_énergie_n°3","Coût_ECS_énergie_n°3","Emission_GES_5_usages_énergie_n°3","Emission_GES_chauffage_par_énergie_n°3","Emission_GES_ECS_par_énergie_n°3","Type_énergie_n°3","Coût_total_5_usages","Coût_chauffage","Coût_chauffage_dépensier","Coût_éclairage","Coût_ECS_dépensier","Coût_ECS","Coût_refroidissement","Coût_refroidissement_dépensier","Coût_auxiliaires","Logement_traversant_(0/1)","Présence_brasseur_air_(0/1)","Indicateur_confort_été","Isolation_toiture_(0/1)","Protection_solaire_exterieure_(0/1)","Inertie_lourde_(0/1)","Deperditions_baies_vitrées","Deperditions_enveloppe","Déperditions_murs","Deperditions_planchers_bas","Deperditions_planchers_hauts","Déperditions_ponts_thermiques","Déperditions_portes","Déperditions_renouvellement_air","Qualité_isolation_enveloppe","Qualité_isolation_menuiseries","Qualité_isolation_murs","Qualité_isolation_plancher_bas","Ubat_W/m²_K","Qualité_isolation_plancher_haut_comble_aménagé","Besoin_chauffage","Besoin_ECS","Besoin_refroidissement","Conso_chauffage_installation_chauffage_n°1","Description_installation_chauffage_n°1","Configuration_installation_chauffage_n°1","Type_installation_chauffage_n°1","Surface_chauffée_installation_chauffage_n°1","Type_émetteur_installation_chauffage_n°1","Conso_chauffage_générateur_n°1_installation_n°1","Type_générateur_n°2_installation_n°1","Conso_chauffage_dépensier_générateur_n°1_installation_n°1","Type_énergie_générateur_n°1_installation_n°1","Type_générateur_n°1_installation_n°1","Usage_générateur_n°1_installation_n°1","Conso_chauffage_générateur_n°2_installation_n°1","Conso_chauffage_dépensier_générateur_n°2_installation_n°1","Type_énergie_générateur_n°2_installation_n°1","Usage_générateur_n°2_installation_n°1","Conso_chauffage_installation_chauffage_n°2","Description_installation_chauffage_n°2","Configuration_installation_chauffage_n°2","Type_installation_chauffage_n°2","Surface_chauffée_installation_chauffage_n°2","Type_émetteur_installation_chauffage_n°2","Conso_chauffage_générateur_n°1_installation_n°2","Conso_chauffage_dépensier_générateur_n°1_installation_n°2","Type_énergie_générateur_n°1_installation_n°2","Type_générateur_n°1_installation_n°2","Usage_générateur_n°1_installation_n°2","Conso_chauffage_générateur_n°2_installation_n°2","Conso_chauffage_dépensier_générateur_n°2_installation_n°2","Type_énergie_générateur_n°2_installation_n°2","Type_générateur_n°2_installation_n°2","Usage_générateur_n°2_installation_n°2","Clé_répartition_chauffage","Conso_é_finale_installation_ECS","Description_installation_ECS","Configuration_installation_ECS","Type_installation_ECS","Type_installation_solaire","Nombre_logements_desservis_par_installation_ECS","Production_ecs_solaire_installation","Surface_habitable_desservie_par_installation_ECS","Conso_é_finale_générateur_ECS_n°1","COP_générateur_ECS_n°1","Description_générateur_ECS_n°1","Type_énergie_générateur_ECS_n°1","Type_générateur_ECS_n°1","Usage_générateur_ECS_n°1","Volume_stockage_générateur_ECS_n°1","Conso_é_finale_générateur_ECS_n°2","COP_générateur_ECS_n°2","Description_générateur_ECS_n°2","Type_énergie_générateur_ECS_n°2","Type_générateur_ECS_n°2","Usage_générateur_ECS_n°2","Volume_stockage_générateur_ECS_n°2","Type_ventilation","Surface_ventilée","Ventilation_postérieure_2012_(0/1)","Besoin_refroidissement_annuel","Conso_refroidissement_annuel","Description_générateur_froid","Type_générateur_froid","Surface_climatisée","Catégorie_ENR","Electricité_PV_autoconsommée","Système_production_électricité_origine_renouvelable","Présence_production_PV_(0/1)","Production_électricité_PV_kWh","Production_électricité_PV_kWh/m²","Surface_totale_capteurs_photovoltaïque","Nombre_module","Type_énergie_principale_chauffage","Type_énergie_principale_ECS","Déperditions_totales_logement","Déperditions_totales_bâtiment","Conso_5_usages_é_finale_énergie_n°1"
"2253N1407154T","2022-06-23","2022-06-22","2022-06-12","DPE NEUF logement : RT2012",,"2032-06-21",2.1,,0,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle",,,,"A","A","maison",,,2.5,1,1,1,121,,121,,,,,,"Lotissement Communal - Rue des Noisetiers - Rue d'Anjou - Lot 1","Origné","53172",,"53172_0009","Rue des Noisetiers 53360 Origné","53360",0.38,"Rue des Noisetiers",421466.2,6767782.37,"53360",,,,,,"adresse non géocodée ban car aucune correspondance trouvée","ORIGNE","53","52",2125.4,17.6,1263,1465.1,237.8,476,671.2,0,0,44.6,4888.3,40.4,2904.9,3369.7,546.8,1543.7,1094.8,0,0,102.5,156.6,1.3,99.8,115.7,16.4,43.6,30.9,0,0,2.9,,,,,266,100,25.9,,,"Électricité",,,,,,,,,,,,,,,,,,,,,447,266,308.6,50,141,100,0,0,9,,,,,,,,,,,,,,,"très bonne","très bonne","très bonne","très bonne",0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pompe à chaleur",,,,,,,,"Électricité",,,,2125.4
"2453N0435977W","2024-02-07","2024-02-05","2024-02-04","DPE NEUF logement : RT2012",,"2034-02-04",2.3,,1,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement",,,,"B","B","appartement","individuel","individuel",2.5,,,4,,,41.1,,,,"inférieur à 400m","H2b","19 avenue du Maréchal Leclerc","Laval","53130","34","53130_1920_00034","34 Rue de la Fleurière 53000 Laval","53000",0.97,"Rue de la Fleurière",420297.95,6781518,"53000",3,"Bâtiment","2",,"2305","adresse géocodée ban à l'adresse","LAVAL","53","52",2211.8,53.8,681.8,790.8,80.4,1415.5,1995.9,0,0,34.2,3481.4,84.7,961.3,1115.1,184.9,2256.6,3181.8,0,0,78.6,347.2,8.4,122.9,142.6,5.5,216.5,305.3,0,0,2.2,,,,,57.6,94.9,280.4,,,"Gaz naturel",,,,,62.4,187.7,66.8,,,"Électricité",,,,,,,,,,,435.8,120,139.2,23.3,398.4,282.5,0,0,9.9,0,0,"moyen",0,1,1,,,,,,,,,"bonne","très bonne","bonne","bonne",0.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Gaz naturel",,,,1235.2
"2353N0190727D","2023-01-20","2023-01-10","2023-01-10","DPE NEUF logement : RT2012",,"2033-01-09",2.2,,0,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle",,,,"A","A","maison",,,2.5,1,1,1,96,,96,,,,,,"Lotissement Le Fresne - Lot 7","Prée-d'Anjou","53124",,"53124_4lnzul","Le Fresne 53200 Prée-d'Anjou","53200",0.51,"Le Fresne",413704.85,6752305.48,"53200",,,,,"1-Batiment n 1-1-LogZone","adresse non géocodée ban car aucune correspondance trouvée","Prée-d'Anjou","53","52",1611.8,16.8,858,995.3,185.6,487,686.7,0,0,23.2,3707.1,38.6,1973.4,2289.1,426.9,1579.3,1120.1,0,0,53.4,117.4,1.2,67.8,78.6,12.8,44.6,31.7,0,0,1.5,,,,,200,114,18,,,"Électricité",,,,,,,,,,,,,,,,,,,,,376,200,232,43,160.7,114,0,0,5,,,,,,,,,,,,,,,"très bonne","très bonne","très bonne","très bonne",0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pompe à chaleur",,,,,,,,"Électricité",,,,1611.8
"2353N0689229H","2023-03-02","2023-03-01","2023-02-28","DPE NEUF logement : RT2012",,"2033-02-28",2.2,,0,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement",,,,"C","B","appartement","individuel","individuel",2.5,101,1,1,4860,,52.2,,,,,,"3 rue Clotilde Souveryn","Laval","53130","3","53130_5098_00003","3 Rue Clotilde Souveryn 53000 Laval","53000",0.8,"Rue Clotilde Souveryn",418946.89,6782029.95,"53000",,,,,"1-Residence Seniors Hilard-89-404","adresse non géocodée ban car aucune correspondance trouvée","LAVAL","53","52",3260.7,62.5,1829,2121.6,26.6,1294.2,1824.8,0,0,0,5817.1,111.5,4206.6,4879.7,61.1,1824.8,1294.2,0,0,0,447.6,8.6,144.5,167.6,1.8,414.2,293.8,0,0,0,,,,,471.1,0,1.8,,,"Électricité",,,,,0,143.9,0,,,"Gaz naturel",,,,,,,,,,,650.4,471.1,546.5,103.1,202.9,143.9,0,0,0,,,,,,,,,,,,,,,"moyenne","très bonne","moyenne","très bonne",0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Électricité",,,,1855.5
"2153N0252890Y","2021-09-02","2021-09-02","2021-07-26","DPE NEUF logement : RE2020",,"2031-09-01",1,,,"dpe maison individuelle",,,,"B","A","maison",,,2.5,,,1,,,65.3,,,,"inférieur à 400m","H2b","LOTISSEMENT COMMUNAL LES SENCIES","Bouère","53036",,"53036_0202","Rue des Sencies 53290 Bouère","53290",0.47,,440186.55,6757032.58,"53290",0,,,,,"adresse géocodée ban à l'adresse","BOUÈRE","53","52",3960,60,3217.5,3732.3,123.8,544.5,767.7,0,0,74.3,5708.2,87,4000.4,4000.4,284.6,1252.4,1252.4,0,0,170.8,174.7,2,126,126,8.5,35.4,35.4,0,0,4.8,,,,,353.1,177.6,174.7,,,"Électricité",,,,,353.1,177.6,174.7,,,"Électricité",,,,,,,,,,,595.3,353.1,353.1,40.4,177.6,177.6,0,0,24.2,,,,,,,,,,,,,,,"très bonne","très bonne","très bonne","très bonne",0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Il existe plusieurs descriptifs ENR",,,,,,,,,,,,3960
"2353N3283161X","2023-10-02","2023-10-01","2023-09-24","DPE NEUF logement : RT2012",,"2033-09-30",2.3,,,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle",,,,"B","B","maison",,,2.5,,,1,,,162.1,,,,"inférieur à 400m","H2b","28 Rue Lamartine","Château-Gontier-sur-Mayenne","53062","28","53062_0770_00028","28 Rue Lamartine 53200 Château-Gontier-sur-Mayenne","53200",0.6,"Rue Lamartine",422334.3,6754217.28,"53200",0,,"MA/23-09/LEF/LEF8290",,,"adresse géocodée ban à l'adresse","CHÂTEAU-GONTIER-SUR-MAYENNE","53","52",5775.2,35,4574.4,5306.3,285.9,800.5,1128.7,0,0,114.4,7385.8,45,4624,4624,657.6,1841.2,1841.2,0,0,263,1111.8,6,1032.7,1032.7,19.7,52,52,0,0,7.3,,,,,514.4,208.9,1111.8,,,"Gaz naturel",,,,,514.4,208.9,1111.8,,,"Électricité",,,,,,,,,,,827.7,514.4,514.4,74.6,208.9,208.9,0,0,29.8,,,,,,,,,,,,,,,"très bonne","très bonne","très bonne","très bonne",0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Électricité",,,,5775.2
"2453N3953700X","2024-11-08","2024-11-07","2024-11-06","DPE NEUF logement : RT2012",,"2034-11-06",2.4,,,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle",,,,"C","C","maison",,,2.5,,,1,,,87.7,,,,"inférieur à 400m","H2b","5 IMPASSE DE LA VIGNE
LOGEMENT 26
OP 20001-1-1-26","Changé","53054","5","53054_ftwg6b_00005","5 Impasse de Gênes 53810 Changé","53810",0.52,"Impasse de Gênes",418064.46,6783702.48,"53810",0,,"MAYAB_STD_20001_00001_00001_00026_DDTLL",,,"adresse géocodée ban à l'adresse","CHANGE","53","52",4563.3,52,2804.8,3253.5,178.1,1491.4,2102.9,0,0,89,4939.5,56,2819.2,2819.2,409.6,1505.9,1505.9,0,0,204.8,989.8,11,635,635,12.3,336.7,336.7,0,0,5.7,,,,,370.4,198.1,989.8,,,"Gaz naturel",,,,,370.4,198.1,989.8,,,"Électricité",,,,,,,,,,,661.2,370.4,370.4,61.8,198.1,198.1,0,0,30.9,,,,,,,,,,,,,,,"très bonne","très bonne","très bonne","très bonne",0.33,"très bonne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"panneaux solaires photovoltaïques",,,,,,,,"Électricité",,,,4563.3
"2353N1481082E","2023-05-04","2023-05-03","2023-05-03","DPE NEUF logement : RT2012",,"2033-05-02",2.3,,0,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle",,,,"A","A","maison",,,2.5,1,1,1,77.9,,77.9,,,,,,"Lotissement La Guyardière - Lot n°25","Martigné-sur-Mayenne","53146",,"53146_C214","la Grande Guyardière 53470 Martigné-sur-Mayenne","53470",0.52,"la Grande Guyardière",426675.8,6793592.56,"53470",,,,,"1-Batiment n 1-1-LogZone","adresse non géocodée ban car aucune correspondance trouvée","MARTIGNE-SUR-MAYENNE","53","52",2006.5,25.8,1309,1518.4,160.1,462,651.4,0,0,0,4615,59.3,3010.7,3492.4,368.3,1062.6,1498.3,0,0,0,149.3,1.9,103.4,120,11,30,42.3,0,0,0,,,,,281,99,15.9,,,"Électricité",,,,,,,,,,,,,,,,,,,,,430,281,326,34,139.6,99,0,0,0,,,,,,,,,,,,,,,"très bonne","très bonne","très bonne","très bonne",0.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"chauffe-eau thermodynamique",,,,,,,,"Électricité",,,,2006.5
"2353N3283476A","2023-10-02","2023-10-01","2023-09-25","DPE NEUF logement : RT2012",,"2033-09-30",2.3,,,"dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle",,,,"A","A","maison",,,2.5,,,1,,,136.8,,,,"inférieur à 400m","H2b","LOTISSEMENT ARBOREA 
LOT 106","Saint-Berthevin","53201",,"53201_B398","Lotissement le Clos Manet 53940 Saint-Berthevin","53940",0.43,,413899.88,6780539.54,"53940",0,,"MA/23-09/LEF/LEF8292",,,"adresse géocodée ban à l'adresse","SAINT BERTHEVIN","53","52",2410.8,17,1197.2,1388.8,246,836.4,1179.3,0,0,131.2,5544.8,40,2753.6,2753.6,565.8,1923.7,1923.7,0,0,301.8,174.3,1,94.6,94.6,17,54.4,54.4,0,0,8.4,,,,,242.4,169.3,174.3,,,"Électricité",,,,,,,,,,,,,,,,,,,,,488.1,242.4,242.4,49.8,169.3,169.3,0,0,26.6,,,,,,,,,,,,,,,"très bonne","très bonne","très bonne","très bonne",0.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"pompe à chaleur",,,,,,,,"Électricité",,,,2410.8
"2453N0209243I","2024-01-19","2024-01-18","2024-01-02","DPE NEUF logement : RT2012","2453N0181255W","2034-01-17",2.3,,,"dpe issu d'une étude energie environement réglementaire RE2020 bâtiment : maison individuelle",,,,"A","A","maison",,,2.5,,,1,,,115.4,,,,"inférieur à 400m","H2b","LOTISSEMENT LA GRANDE MOTTE
LOT 26","Louverné","53140",,"53140_4nbzfo","La Grande Motte 53950 Louverné","53950",0.4,"La Grande Motte",423605.16,6786123.26,"53950",0,,"24/IMO/%GCH0171",,,"adresse géocodée ban à l'adresse","LOUVERNE","53","52",2031,17,900.1,1044.1,219.3,669.3,943.7,115.4,135,126.9,4671.4,40,2070.3,2070.3,504.3,1539.4,1539.4,265.4,265.4,292,145.3,1,71.1,71.1,15.1,43.5,43.5,7.4,7.4,8.1,,,,,192.6,143.2,145.3,,,"Électricité",,,,,,,,,,,,,,,,,,,,,434.7,192.6,192.6,46.9,143.2,143.2,24.7,24.7,27.2,,,,,,,,,,,,,,,"très bonne","très bonne","très bonne","très bonne",0.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Électricité",,,,2031
